field_1,well_id,Alkalinity,Alkalinity_Total,ANC,As,Ba,Be,Bicarbonate,Br-,Ca,Carbonate,Cd,Cl,Cl-,CO2,Conductivity,Cr,Cyanide,DO,ElectricalConductivity,"Gross alpha, 2-sigma combined uncertainty",GrossAlpha,GrossAlpha_U_Nat,GrossBeta,GrossBeta_Cs137,GrossBeta_Sr_Y90,Hardness,Hardness_Total,Hg,HydrogenIon,Hydroxide,K,Mg,Mn,Na,Na_AdsorptionRatio,Na_FractionCations,Na_K,Nitrate,Nitrate_Nitrite,NO2-,NO3-,Noncarbonate_Hardness,ORP,Pb,Ra_226,"Ra_226, 2-sigma combined uncertainty",Ra_228,"Ra_228, 2-sigma combined uncertainty",Ra_Total,Sb,Se,SpecificConductance,Temperature,Tl,Turbidity,U
1037,7220,,,132,,,,161,,42,0,,,8.9,13,,,,,,,,,,,,120,,,5.00E-05,,3.1,4.8,,14,0.5,19,,,1,,,0,,,,,,,,,,300,15,,,
1038,7222,,,398,,,,485,,36,0,,,39,49,,,,,,,,,,,,120,,,6.00E-05,,5,8.1,,240,9.4,80,,,0.1,,,0,,,,,,,,,,1220,17,,,
1039,7223,,,116,,,,142,,41,0,,,13,7.2,,,,,,,,,,,,120,,,3.00E-05,,3.1,3.5,,17,0.7,23,,,4.8,,,0,,,,,,,,,,300,22,,,
1040,7224,,,351,,,,428,,69,,,,62,,,,,,,,,,,,,260,,,,,2.6,21,,180,4.9,60,,,1.2,3.1,1.2,0,,,,,,,,,,920,16,,,
1041,7225,,,231,1,100,,,0.22,67,,1,,40,,,,,,,,,,,,,222,,0.1,,,3.6,6.645,,120,3.51,54,,,0.26,0.2,,,,5,,,,,,,1,976,,,,
1042,7226,,,236,2,100,,,0.17,63,,2,,43,,,,,,,,,,,,,212,,0.1,,,2.3,6.83,,120,3.6,55,,,0.1,,,,,5,,,,,,,1,940,,,,
1043,7227,,,258,,,,,0.29,98,,,,75,,,,,,,,,,,,,339,,,,,0.9,23,,170,4.02,52,,,0.11,,,,,,,,,,,,,1360,,,,
1044,7229,,,214,1,50,,,0.16,89,,2,,50,,,,,,,,,,,,,285,,0.1,,,2.5,7.73,,120,3.1,48,,,,,,,,5,,,,,,,1,1040,,,1.4,
1045,7230,,,308,1,43,,,0.22,93,,2,,50,,,,,,,,,,,,,324,,0.1,,,2,11.034,,150,3.63,50,,,0.1,0.1,,,,5,,,,,,,1,1200,,,1.2,
1046,7231,,,959,5,800,,,0.16,19,,1,,32,,,,,,,,,,,,,76.2,,0.1,,,2.8,3.375,,370,18.6,91,,,0.1,,,,,5,,,,,,,1,1760,,,,
1047,7236,,,222,1,100,,,0.14,76,,1,,49,,,,,,,,,,,,,253,,0.1,,,3.6,7.55,,140,3.84,54,,,0.1,,,,,5,,,,,,,1,1090,,,,
1048,7238,,,697,,,,850,,100,,,,38,,,,,,,,,,,,,340,,,,,4.7,21,,200,4.7,56,,,0.09,,,0,,,,,,,,,,1160,,,,
1049,7239,,,259,1,100,,,,100,,1,,61,16,,,,,,,,,,,,336,,190,3.00E-05,,2.6,21,,160,3.8,51,,,23,,,,,5,0.1,,,,,,2,1255,14.5,,0.2,16
1050,7240,,,438.5,,,,534.5,,66.5,0,,,40.5,14,,,,,,,,,,,,240,,,2.00E-05,,3.6,17.5,,210,5.9,65.5,210,,0.08,,0,0,,,,,,,,,,1180,,,,
1051,7245,,,828,,,,1010,,4.2,,,,47,,,,,,,,,,,,,13,,,,,3.8,0.6,,440,53,98,,,0.32,,,0,,,,,,,,,,1280,,,,
1052,7246,,,763,,,,930,,6,,,,45,,,,,,,,,,,,,20,,,,,6.4,1.3,,430,42,97,,,0.17,,,0,,,,,,,,,,1250,,,,
1053,7247,,,347.5,1,100,,,,130,,1,,88,35,,,,,,,,,,,,456,,140,5.00E-05,,2.5,32,,200,4.07,49,,,2,,,,,5,0.1,,1.2,,,,1,1690,14.5,,1.4,23
1054,7248,,,120,,,,146,,17,0,,,21,,,,,,,,,,,,,63,,,,,,5,,,,,,,,,,0,,,,,,,,,,,,,,
1055,7249,,,141,,,,172,,28,0,,,30,8.7,,,,,,,,,,,,82,,,3.00E-05,,1.7,2.9,,61,2.9,61,,,0.16,,,0,,,,,,,,,,410,14.5,,,
1056,7250,,,246,2,100,,,,190,,1,,140,12,,,,,,,,,,,,717,,390,3.00E-05,,1.8,59,,220,3.57,40,,,3,,,,,5,0.1,,,,,,7,2095,15,,6.1,
1057,7251,,,677,,,,825,,92,,,,64,,,,,,,,,,,,,380,,,,,20,36,,500,11,73,,,0.25,,,0,,,,,,,,,,2500,,,,
1058,7252,,,502,14,72,,478,0.26,117,,,,35.35,51,,,,,,,,,,,,395.5,,,5.00E-05,,4.975,24.2,,147.5,3.215,44.5,,,0.93,0.033,0.221,0,,1,,,,,,,2,1330,15,,,
1059,7253,,,1100,,,,1240,,4,51,,,38,4.3,,,,,,,,,,,,14,,,,,,1,,,72,99,620,,,,0.4,0,,,,,,,,,,2340,,,,
1060,7254,,,214.5,1,100,,,,88,,1,,50,7.5,,,,,,,,,,,,282,,10,2.00E-05,,2.9,15,,120,3.11,48,,,1,,,,,5,0.1,,,,,,3,1040,11.5,,0.2,8
1061,7255,,,242,1,39,0.5,295.5,,91.5,0,1,,42,12,,,,,,,,,,,,286.5,,,3.00E-05,,2.5,14,,98.5,2.515,42.5,,,0.23,0.033,1.02,31,,1,,,,,,,,940,12.8,,,
1062,7256,,,244,1,100,,,,75,,1,,36,20,,,,,,,,,,,,286,,10,4.00E-05,,6,24,,63,1.62,32,,,1,,,,,5,0.1,,,,,,1,829.5,14,,0.9,
1063,7257,,,271,,,,342,,110,0,,,35.5,33,,,,,,,,,,,,462,,,6.00E-05,,8.15,46,,48,0.995,18,,,0.46,0.033,0.221,170,,,,,,,,,,1030,16.8,,,
1064,7258,,,223.5,1,100,10,199,,90.5,0,1,,51,12,,,,,,,,,,,,292,,30,3.00E-05,,1.95,16,,140,3.52,51,,,3,2,8,93.5,,11,0.1,,,,,,1,1040,13,,0.15,
1065,7259,,,292,,,,356,,137,0,,,36,57,,,,,,,,,,,,660,,,1.00E-04,,,68,,,1.6,25,84,,,,0.6,330,,,,,,,,,,1360,,,,
1066,7260,,,307,1,100,,,,210,,1,,61,30,,,,,,,,,,,,743,,630,5.00E-05,,7.9,53,,43,0.69,11,,,8,,,,,6,4,,,,,,5,1520,15,,1.3,
1067,7274,,,144,,,,169.5,,117.5,3,,,25,3.9,,,,,,,,,,,,355,,,3.00E-05,,1.7,14.45,,61,1.5,29,15,,,0.361,1.6,210,,,,,,,,,,794.5,,,,
1068,7276,,,231,,,,282,,110,0,,,43,,,,,,,,,,,,,370,,,,,,24,,,,,55,,,0.068,0.3,140,,,,,,,,,,854,12.5,,,
1069,7279,,,480.5,,,,573.5,,33.5,,,,72,6.1,,,,,,,,,,,,110,,,1.00E-05,,,6.4,,250,10,82,,,,0.949,4.2,0,,,,,,,,,,1235,,,,
1070,7280,,,358,4,100,,,,18,,1,,31,9,,,,,,,,,,,,56.9,,30,1.00E-05,,0.4,2.9,,190,11,88,,,1,,,,,9,0.1,,,,,,5,885,14,,0.3,38
1071,7286,,,107,,,,130,,172,,,,23,0.1,,,,,,,,,,,,640,,,,,,51,,21,0.4,,,,,0.971,4.3,530,,,,,,,,,,1210,,,,
1072,7292,,,230,,,,280,,90,0,,,10,29,,,,,,,,,,,,290,,,6.00E-05,,,15,,,,,10,,,,0.2,60,,,,,,,,,,562,9,,,
1073,7312,,,500,,,,610,,11,8,,,180,4,,,,,,,,,,,,41,,,,,,3.3,,,,,440,,,,0.4,0,,,,,,,,,,1930,15.5,,,
1074,7319,,,,,230,0.5,,,31,,1,,,,,,,,,,,,,,,144,,,2.00E-05,,,8.065,,150,5.45,,,,,,,,,10,,,,,,,1,829.5,9,,,
1075,7321,,,,,26,1.5,,,75,,3,,,,,,,,,,,,,,,358,,,7.00E-05,,,21.1,,560,12.9,,,,,,,,,30,,,,,,,1,2775,10.25,,,
1076,7326,,,139.5,,,,170,,200,0,,,33.7,8.05,,,,,,,,,,,,765,,,3.50E-05,,21,63.5,,1100,16,72,93,,,,0.1,625,,,,,,,,,,3460,16,,,
1077,7328,,,246,,,,300,,1.2,32,,,7,0.4,,,,,,,,,,,,4,,,,,,0.2,,,,,170,,,,0,0,,,,,,,,,,717,16.5,,,
1078,7372,,,243,,,,296,,134,0,,,8.2,9.4,,,,,,,,,,,,510,,,2.00E-05,,,42,,,,,52,,,,40,240,,,,,,,,,,1070,9.5,,,
1079,7382,,,484,,,,590,,14,0,,,140,9.4,,,,,,,,,,,,50,,,1.00E-05,,,3.6,,,,,350,,,,0.4,0,,,,,,,,,,1560,,,,
1080,7385,,,389.5,,,,475,,27.5,0,,,74,16,,,,,,,,,,,,92,,,2.50E-05,,,5.4,,,,,215,,,,2.7,0,,,,,,,,,,1056.5,,,,
1081,7386,,,230,,,,280,,29,0,,,50,,,,,,,,,,,,,120,,,,,,12,,,,,310,,,,0.2,0,,,,,,,,,,1510,28,,,
1082,7387,,,233,,,,258,,39,13,,,33,0.9,,,,,,,,,,,,160,,,,,,14,,,,,290,,,,0.2,0,,,,,,,,,,1510,,,,
1083,7388,,,447,,,,545,,13,0,,,81.5,14.5,,,,,,,,,,,,42,,,1.50E-05,,,2.3,,,,,280,,,,0.2,0,,,,,,,,,,1200,14.5,,,
1084,7389,,,472,,,,575,,24.5,0,,,103.5,16.5,,,,,,,,,,,,81,,,2.00E-05,,,4.85,,,,,295,,,,0.6,0,,,,,,,,,,1340,11,,,
1085,7390,,,250,,,,305,,390,0,,,28,60,,,,,,,,,,,,1850,,,8.00E-05,,,220,,,,,415,,,,11,1600,,,,,,,,,,3930,11,,,
1086,7391,,,312,,,,380,,100,0,,,19,39,,,,,,,,,,,,390,,,6.00E-05,,,34,,,,,160,,,,6.2,78,,,,,,,,,,1310,18,,,
1087,7392,,,287,,,,350,,31,0,,,60,5.7,,,,,,,,,,,,120,,,1.00E-05,,,10,,,,,240,,,,1.4,0,,,,,,,,,,1210,24.5,,,
1088,7393,,,246,,,,300,,22,6,,,67,2,,,,,,,,,,,,84,,,,,,7.1,,,,,270,,,,1.3,0,,,,,,,,,,1310,19,,,
1089,7396,,,311.5,,,,380,,98.5,0,,,18,16,,,,,,,,,,,,375,,,3.00E-05,,,33,,,,,150,,,,1.9,63,,,,,,,,,,646.5,15.5,,,
1090,7397,,,271,,,,330,,110,,,,21,,,,,,,,,,,,,400,,,,,,33,,,,,150,,,,,130,,,,,,,,,,1230,,,,
1091,7398,,,282.5,,,,345,,108.5,0,,,15.5,10,,,,,,,,,,,,430,,,2.00E-05,,,39.5,,,,,125,,,,0.8,142,,,,,,,,,,1195,14.5,,,
1092,7399,,,363,,,,442,,110,0,,,65,18,,,,,,,,,,,,400,,,2.00E-05,,,58,,,,,160,,,,4.4,39,,,,,,,,,,1330,6,,,
1093,7401,,,328,,,,400,,79,0,,,20,16,,,,,,,,,,,,330,,,3.00E-05,,4,32,,160,4,51,,,,,0.6,2,,,,,,,,,,1220,14.5,,,
1094,7402,,,230,,,,280,,150,0,,,10,22,,,,,,,,,,,,600,,,5.00E-05,,,56,,,,,82,,,,0.8,370,,,,,,,,,,1340,15.5,,,
1095,7403,,,262,,,,320,,87,,,,16,16,,,,,,,,,,,,350,,,3.00E-05,,,33,,,,,140,,,,1.9,90,,,,,,,,,,1160,16,,,
1096,7404,,,258.5,,,,315,,125,,,,9,11.5,,,,,,,,,,,,475,,,2.50E-05,,,39.5,,,,,87.5,,,,0.4,220,,,,,,,,,,1150,,,,
1097,7405,,,361,,,,440,,,0,,,24,22,,,,,,,,,,,,320,,,3.00E-05,,,0.14,,,,,,,,,,0,,,,,,,,,,1320,14.5,,,
1098,7406,,,394,,,,480,,83,0,,,20,39,,,,,,,,,,,,320,,,5.00E-05,,3.5,29,,200,5,57,,,,,3.4,0,,,,,,,,,,1310,14.5,,,
1099,7407,,,197,,,,240,,100,0,,,24,,,,,,,,,,,,,420,,,,,,41,,,,,160,,,,0.2,220,,,,,,,,,,1350,26,,,
1100,7408,,,213,,,,260,,12,0,,,44,,,,,,,,,,,,,39,,,,,,2.2,,,,,300,,,,0.4,0,,,,,,,,,,1310,,,,
1101,7409,,,353,,,,430,,66,0,,,33,22,,,,,,,,,,,,280,,,3.00E-05,,4,28,,180,4.8,8,,,,,0.8,0,,,,,,,,,,1210,15.5,,,
1102,7413,,,,,13,1.5,,,140,,3,,,,,,,,,,,,,,,492,,,3.00E-05,,,17.02,,350,6.88,,,,,,,,,30,,,,,,,1,2150,7.5,,,
1103,7414,,,,,10,0.5,,,41,,1,,,,,,,,,,,,,,,131,,,2.00E-05,,,3.625,,310,11.8,,,,,,,,,10,,,,,,,1,1540,8.5,,,
1104,7415,,,,,15,0.5,,,57,,1,,,,,,,,,,,,,,,188,,,4.00E-05,,,5.57,,240,7.62,,,,,,,,,10,,,,,,,1,1330,9,,,
1105,7420,,,123,,,,140,,92,5,,,26,4.8,,,,,,,,,,,,350,,,2.00E-05,,1,29,,12,0.3,7,,,,,1.2,230,,,,,,,,,,710,22,,,
1106,7423,,,205,,,,250,,71,0,,,2,10,,,,,,,,,,,,260,,,3.00E-05,,,21,,,,,130,,,,0,55,,,,,,,,,,1030,15,,,
1107,7425,,,671,,,,710,,180,53,,,25,6.6,,,,,,,,,,,,670,,,1.00E-05,,2,56,,290,4.8,48,,,,,20,92,,,,,,,,,,2190,,,,
1108,7426,,,228,,,,250,,20,14,,,14,1.4,,,,,,,,,,,,65,,,,,2,1.6,,100,5.8,79,,5.5,,,,,,,,,,,,,,540,,,,
1109,7427,,,638,,,,670,,24,53,,,42,3.9,,,,,,,,,,,,240,,,,,5,43,,400,11,78,,,,,1.2,0,,,,,,,,,,2080,,,,
1110,7428,,,230,,,,280,,57,,,,22,4.5,,,,,,,,,,,,280,,,1.00E-05,,2.7,35,,29,0.8,18,,,,0.587,2.6,55,,,,,,,,,,670,,,,
1111,7430,282,,282,1,12,0.5,344,0.1,49,0,1,,7.9,13,,,,,,,,,,,,195,,0.1,2.00E-05,,2.4,5.575,,180,5.65,67,,,0.1,0.033,3.7,0,,5,,,,,,,1,1070,15.4,,,
1112,7431,,,238,,,,280,,,5,,,23,1.8,,,,,,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,,789,,,,
1113,7432,,,98,,,,120,,36,0,,,1,,,,,,,,,,,,,110,,,,,,5,,10,0.41,,,4.6,,,,,,,,,,,,,,,,,,
1114,7433,,,477,,,,510,,7,35,,,22,1.9,,,,,,,,,,,,28,,,,,0.8,2.4,,300,25,96,,0.12,,,,,,,,,,,,,,1310,,,,
1115,7434,,,213,,,,260,,72,0,,,4,,,,,,,,,,,,,240,,,,,,14,,,,,13,2.2,,,,,,,,,,,,,,480,,,,
1116,7436,,,159,,,,194,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,7448,,,295,,,,360,,33,0,,,110,4.6,,,,,,,,,,,,180,,,1.00E-05,,,24,,,9,77,280,,,0.384,1.7,0,,,,,,,,,,1510,14.5,,,
1118,7449,,,283,,,,345,,7.5,0,,,109,17,,,,,,,,,,,,73.5,,,3.50E-05,,,2.1,,,18,94,210,,,0.023,0.1,0,,,,,,,,,,1172.5,14,,,
1119,7452,,,199,,,,230,,18,6,,,35,,,,,,,,,,,,,90,,,,,,11,,,4.5,71,99,,,0.045,0.2,0,,,,,,,,,,579,,,,
1120,7455,,,369,,,,450,,81,0,,,215.5,,,,,,,,,,,,,193,,,,,,26,,,12,78,500,,,0.655,2.9,0,,,,,,,,,,1855,17,,,
1121,7457,,,222,,,,254.5,,16,8,,,494,17.2,,,,,,,,,,,,140,,,,,7,15,,55,24.2,73,1400,,,0.294,1.3,0,,,,,,,,,,3310,,,,
1122,7459,,,,,,,259,,508,0,,,81,,,,,,,,,,,,,2810,,,,,,375,,20,3,,319,,,,1,,,,,,,,,,,4580,20,,,
1123,7460,,,,,,,270,,86,0,,,83,,,,,,,,,,,,,305,,,,,,22,,45,3,,116,,,,10,,,,,,,,,,,1050,,,,
1124,7461,,,,,,,300,,25,0,,,30,,,,,,,,,,,,,86,,,,,,6,,76,6,,124,,,,0,,,,,,,,,,,680,19.44444444,,,
1125,7462,,,,,,,144,,474,0,,,17,,,,,,,,,,,,,1700,,,,,,127,,12,1,,103,,,,6,,,,,,,,,,,2870,,,,
1126,7463,,,,,,,552,,19,8,,,31,,,,,,,,,,,,,64,,,,,,4,,91,16,,297,,,,1,,,,,,,,,,,1310,15.55555556,,,
1127,7464,,,,,,,488,,12,33,,,28,,,,,,,,,,,,,54,,,,,,6,,94,22,,372,,,,1,,,,,,,,,,,1610,15.55555556,,,
1128,7465,,,,,,,266,,54,0,,,12,,,,,,,,,,,,,212,,,,,,19,,40,2,,66,,,,0,,,,,,,,,,,648,,,,
1129,7466,,,,,,,596,,,18,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1220,15,,,
1130,7467,,,,,,,626,,,0,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,14.44444444,,,
1131,7468,,,,,,,284,,66,0,,,11,,,,,,,,,,,,,238,,,,,,18,,13,0,,17,,,,0,,,,,,,,,,,492,,,,
1132,7469,,,,,,,278,,,0,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,652,,,,
1133,7470,,,,,,,253,,23,0,,,14,,,,,,,,,,,,,77,,,,,,5,,79,6,,131,,,,14,,,,,,,,,,,669,,,,
1134,7471,,,,,,,508,,,0,,,31,,,,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,1020,21.11111111,,,
1135,7472,,,,,,,98,,28,0,,,4,,,,,,,,,,,,,92,,,,,,5,,14,0,,7,,,,5,,,,,,,,,,,206,,,,
1136,7473,,,,,,,196,,46,0,,,121,,,,,,,,,,,,,150,,,,,,8,,74,7,,197,,,,12,,,,,,,,,,,1040,18.33333333,,,
1137,7474,,,,,,,127,,119,0,,,19,,,,,,,,,,,,,384,,,,,,21,,38,2,,109,,,,48,,,,,,,,,,,1190,,,,
1138,7475,,,,,,,159,,545,0,,,32,,,,,,,,,,,,,2060,,,,,,171,,17,2,,188,,,,3,,,,,,,,,,,3360,21.66666667,,,
1139,7476,,,,,,,186,,36,0,,,20,,,,,,,,,,,,,110,,,,,,5,,54,2,,59,,,,5,,,,,,,,,,,461,22.22222222,,,
1140,7477,,,,,,,134,,60,0,,,15,,,,,,,,,,,,,190,,,,,,10,,16,0,,16,,,,9,,,,,,,,,,,432,7.222222222,,,
1141,7478,,,,,,,356,,67,0,,,114,,,,,,,,,,,,,254,,,,,,21,,65,6,,213,,,,1,,,,,,,,,,,1340,18.33333333,,,
1142,7479,,,,,,,248,,85,0,,,8,,,,,,,,,,,,,360,,,,,,36,,11,0,,21,,,,0,,,,,,,,,,,736,20,,,
1143,7480,,,,,,,214,,43,0,,,27,,,,,,,,,,,,,152,,,,,,11,,40,2,,46,,,,0,,,,,,,,,,,468,21.11111111,,,
1144,7481,,,,,,,196,,42,0,,,76,,,,,,,,,,,,,162,,,,,,14,,56,3,,96,,,,0,,,,,,,,,,,759,21.66666667,,,
1145,7482,,,,,,,291,,167,0,,,32,,,,,,,,,,,,,581,,,,,,40,,13,1,,38,,,,10,,,,,,,,,,,1130,20,,,
1146,7483,,,,,,,470,,8,10,,,10,,,,,,,,,,,,,30,,,,,,2,,93,15,,188,,,,2,,,,,,,,,,,808,18.88888889,,,
1147,7484,,,,,,,208,,25,10,,,19,,,,,,,,,,,,,92,,,,,,7,,78,7,,146,,,,0,,,,,,,,,,,781,20.55555556,,,
1148,7485,,,,,,,332,,,0,,,29,,,,,,,,,,,,,126,,,,,,,,,,,,,,,,,,,,,,,,,,766,20.55555556,,,
1149,7486,,,,,,,138,,40,0,,,7,,,,,,,,,,,,,136,,,,,,9,,13,0,,9,,,,4,,,,,,,,,,,294,13.88888889,,,
1150,7487,,,,,,,130,,49,0,,,27,,,,,,,,,,,,,176,,,,,,13,,7,0,,6,,,,4,,,,,,,,,,,362,16.66666667,,,
1151,7488,,,,,,,244,,36,0,,,11,,,,,,,,,,,,,96,,,,,,1,,70,4,,101,,,,16,,,,,,,,,,,588,21.11111111,,,
1152,7489,,,,,,,590,,96,0,,,51,,,,,,,,,,,,,375,,,,,,33,,65,7,,321,,,,1,,,,,,,,,,,1850,,,,
1153,7490,,,,,,,173,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379,,,,
1154,7491,,,,,,,186,,47,0,,,11,,,,,,,,,,,,,192,,,,,,18,,19,1,,20,,,,4,,,,,,,,,,,434,,,,
1155,7492,,,,,,,220,,,0,,,27,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,,,,512,23.88888889,,,
1156,7493,,,,,,,256,,98,0,,,61,,,,,,,,,,,,,384,,,,,,34,,30,2,,76,,,,1,,,,,,,,,,,996,16.66666667,,,
1157,7494,,,,,,,322,,81,27,,,26,,,,,,,,,,,,,256,,,,,,13,,39,2,,75,,,,1,,,,,,,,,,,731,21.11111111,,,
1158,7495,,,,,,,260,,92,13,,,116,,,,,,,,,,,,,324,,,,,,23,,60,5,,224,,,,96,,,,,,,,,,,1510,17.22222222,,,
1159,7496,,,,,,,187,,34,0,,,19,,,,,,,,,,,,,126,,,,,,10,,60,3,,88,,,,45,,,,,,,,,,,609,18.33333333,,,
1160,7497,,,,,,,281,,,0,,,63,,,,,,,,,,,,,414,,,,,,,,,,,,,,,200,,,,,,,,,,,1080,20,,,
1161,7498,,,,,,,286,,429,0,,,30,,,,,,,,,,,,,2620,,,,,,378,,53,12,,1380,,,,0,,,,,,,,,,,7870,20.55555556,,,
1162,7499,,,,,,,300,,79,0,,,34,,,,,,,,,,,,,279,,,,,,20,,19,1,,31,,,,12,,,,,,,,,,,633,15.55555556,,,
1163,7500,,,,,,,300,,62,0,,,17,,,,,,,,,,,,,204,,,,,,12,,38,2,,58,,,,2,,,,,,,,,,,594,22.22222222,,,
1164,7501,,,,,,,205,,,0,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,11.11111111,,,
1165,7502,,,,,,,328,,12,0,,,8,,,,,,,,,,,,,58,,,,,,7,,85,8,,146,,,,1,,,,,,,,,,,682,18.33333333,,,
1166,7503,,,,,,,292,,79,0,,,12,,,,,,,,,,,,,279,,,,,,20,,20,1,,33,,,,10,,,,,,,,,,,626,21.66666667,,,
1167,7504,,,,,,,420,,6,33,,,50,,,,,,,,,,,,,22,,,,,,2,,98,58,,621,,,,0,,,,,,,,,,,2610,26.66666667,,,
1168,7505,,,,,,,364,,83,0,,,30,,,,,,,,,,,,,302,,,,,,23,,18,1,,31,,,,3,,,,,,,,,,,675,14.44444444,,,
1169,7506,,,,,,,633,,6,0,,,50,,,,,,,,,,,,,26,,,,,,3,,96,27,,308,,,,18,,,,,,,,,,,1280,25.55555556,,,
1170,7507,,,,,,,330,,25,0,,,11,,,,,,,,,,,,,103,,,,,,10,,69.5,5.5,,112,,,,1,,,,,,,,,,,639.5,,,,
1171,7508,,,,,,,186,,44,0,,,4,,,,,,,,,,,,,132,,,,,,6,,18,0,,14,,,,0,,,,,,,,,,,292,13.88888889,,,
1172,7509,,,,,,,157,,41,0,,,4,,,,,,,,,,,,,122,,,,,,5,,12,0,,8,,,,0,,,,,,,,,,,257,8.333333333,,,
1173,7510,,,,,,,468,,34,0,,,24,,,,,,,,,,,,,225,,,,,,34,,57,4,,136,,,,1,,,,,,,,,,,919,15.55555556,,,
1174,7511,,,,,,,140,,,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236,,,,
1175,7512,,,,,,,469,,65,0,,,30,,,,,,,,,,,,,260,,,,,,24,,31,3,,123,,,,12,,,,,,,,,,,937,16.66666667,,,
1176,7513,,,,,,,1000,,18,49,,,52,,,,,,,,,,,,,94,,,,,,12,,93,24,,540,,,,0,,,,,,,,,,,2210,18.33333333,,,
1177,7514,,,,,,,590,,71,0,,,46,,,,,,,,,,,,,317,,,,,,34,,46,3,,126,,,,3,,,,,,,,,,,1080,20,,,
1178,7515,,,,,,,352,,34,0,,,121,,,,,,,,,,,,,159,,,,,,18,,75,8,,221,,,,2,,,,,,,,,,,1220,18.88888889,,,
1179,7516,,,,,,,306,,29,0,,,18,,,,,,,,,,,,,104,,,,,,8,,74,6,,133,,,,5,,,,,,,,,,,745,20,,,
1180,7517,,,,,,,360,,26,0,,,25,,,,,,,,,,,,,114,,,,,,12,,69,5,,119,,,,3,,,,,,,,,,,685,23.33333333,,,
1181,7518,,,,,,,434,,304,0,,,304,,,,,,,,,,,,,3170,,,,,,587,,37,7,,871,,,,2,,,,,,,,,,,6950,13.33333333,,,
1182,7519,,,,,,,342,,,0,,,310,,,,,,,,,,,,,735,,,,,,,,,,,,,,,,,,,,,,,,,,1880,17.77777778,,,
1183,7520,,,,,,,348,,11,0,,,241,,,,,,,,,,,,,,,,,,,7,,,,,589,,,,51,,,,,,,,,,,,27.77777778,,,
1184,7521,,,,,,,348,,139,0,,,,,,,,,,,,,,,,520,,,,,,42,,,,,,,,,,,,,,,,,,,,1010,11.11111111,,,
1185,7522,,,,,,,512,,6,0,,,100,,,,,,,,,,,,,23,,,,,,2,,97,28,,310,,,,4,,,,,,,,,,,1320,20,,,
1186,7523,,,,,,,319,,60,0,,,20,,,,,,,,,,,,,224,,,,,,18,,60,4,,157,,,,1,,,,,,,,,,,1040,16.66666667,,,
1187,7524,,,,,,,740,,10,0,,,31,,,,,,,,,,,,,40,,,,,,4,,95,24,,342,,,,0,,,,,,,,,,,1390,16.66666667,,,
1188,7525,,,,,,,372,,106,0,,,10,,,,,,,,,,,,,380,,,,,,28,,9,0,,17,,,,0,,,,,,,,,,,731,9.444444444,,,
1189,7526,,,,,,,312,,19,20,,,71,,,,,,,,,,,,,92,,,,,,11,,90,18,,398,,,,0,,,,,,,,,,,1870,15.55555556,,,
1190,7527,,,,,,,293,,42,0,,,14,,,,,,,,,,,,,200,,,,,,23,,33,1,,45,,,,3,,,,,,,,,,,541,18.33333333,,,
1191,7528,,,,,,,267,,,0,,,5,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,460,16.66666667,,,
1192,7529,,,,,,,302,,96,0,,,41,,,,,,,,,,,,,346,,,,,,26,,15,1,,28,,,,8,,,,,,,,,,,731,16.66666667,,,
1193,7530,,,,,,,141,,38,0,,,2,,,,,,,,,,,,,123,,,,,,7,,4,0,,2,,,,4,,,,,,,,,,,246,14.44444444,,,
1194,7531,,,,,,,288,,190,0,,,10,,,,,,,,,,,,,659,,,,,,45,,19,1,,69,,,,0,,,,,,,,,,,1370,,,,
1195,7532,,,,,,,272,,8,34,,,15,,,,,,,,,,,,,31,,,,,,3,,94,19,,240,,,,0,,,,,,,,,,,1100,,,,
1196,7533,,,,,,,236,,,0,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1920,,,,
1197,7534,,,,,,,255,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403,,,,
1198,7535,,,,,,,319,,90,0,,,5,,,,,,,,,,,,,256,,,,,,8,,7,0,,9,,,,0,,,,,,,,,,,491,8.888888889,,,
1199,7536,,,,,,,270,,68,16,,,11,,,,,,,,,,,,,223,,,,,,13,,19,1,,23,,,,0,,,,,,,,,,,481,,,,
1200,7537,,,,,,,290,,532,0,,,155,,,,,,,,,,,,,1760,,,,,,104,,57,11,,1050,,,,6,,,,,,,,,,,6150,20.55555556,,,
